Fiscal Year,County,Region,Confirmed Victims,Victims
2022,Burleson,7-Austin,Confirmed Victim,43
2022,Burnet,7-Austin,Not Confirmed,416
2022,Burnet,7-Austin,Confirmed Victim,104
2022,Caldwell,7-Austin,Not Confirmed,436
2022,Caldwell,7-Austin,Confirmed Victim,107
2022,Coryell,7-Austin,Not Confirmed,1010
2022,Coryell,7-Austin,Confirmed Victim,259
2022,Falls,7-Austin,Not Confirmed,112
2022,Falls,7-Austin,Confirmed Victim,43
2022,Fayette,7-Austin,Not Confirmed,183
2022,Fayette,7-Austin,Confirmed Victim,53
2022,Freestone,7-Austin,Not Confirmed,174
2022,Freestone,7-Austin,Confirmed Victim,44
2022,Grimes,7-Austin,Not Confirmed,245
2022,Grimes,7-Austin,Confirmed Victim,40
2022,Hamilton,7-Austin,Not Confirmed,86
2022,Hamilton,7-Austin,Confirmed Victim,25
2022,Hays,7-Austin,Not Confirmed,1401
2022,Hays,7-Austin,Confirmed Victim,339
2022,Hill,7-Austin,Not Confirmed,366
2022,Hill,7-Austin,Confirmed Victim,144
2022,Lampasas,7-Austin,Not Confirmed,212
2022,Lampasas,7-Austin,Confirmed Victim,57
2022,Lee,7-Austin,Not Confirmed,151
2022,Lee,7-Austin,Confirmed Victim,32
2022,Leon,7-Austin,Not Confirmed,107
2022,Leon,7-Austin,Confirmed Victim,34
2022,Limestone,7-Austin,Not Confirmed,193
2022,Limestone,7-Austin,Confirmed Victim,71
2022,Llano,7-Austin,Not Confirmed,222
2022,Llano,7-Austin,Confirmed Victim,70
2022,Madison,7-Austin,Not Confirmed,69
2022,Madison,7-Austin,Confirmed Victim,18
2022,McLennan,7-Austin,Not Confirmed,2491
2022,McLennan,7-Austin,Confirmed Victim,796
2022,Milam,7-Austin,Not Confirmed,225
2022,Milam,7-Austin,Confirmed Victim,87
2022,Mills,7-Austin,Not Confirmed,27
2022,Mills,7-Austin,Confirmed Victim,14
2022,Robertson,7-Austin,Not Confirmed,133
2022,Robertson,7-Austin,Confirmed Victim,57
2022,San Saba,7-Austin,Not Confirmed,54
2022,San Saba,7-Austin,Confirmed Victim,11
2022,Travis,7-Austin,Not Confirmed,6722
2022,Travis,7-Austin,Confirmed Victim,1622
2022,Washington,7-Austin,Not Confirmed,222
2022,Washington,7-Austin,Confirmed Victim,97
2022,Williamson,7-Austin,Not Confirmed,3288
2022,Williamson,7-Austin,Confirmed Victim,810
2022,Atascosa,8-San Antonio,Not Confirmed,619
2022,Atascosa,8-San Antonio,Confirmed Victim,146
2022,Bandera,8-San Antonio,Not Confirmed,178
2022,Bandera,8-San Antonio,Confirmed Victim,44
2022,Bexar,8-San Antonio,Not Confirmed,17246
2022,Bexar,8-San Antonio,Confirmed Victim,4972
2022,Calhoun,8-San Antonio,Not Confirmed,103
2022,Calhoun,8-San Antonio,Confirmed Victim,26
2022,Comal,8-San Antonio,Not Confirmed,1160
2022,Comal,8-San Antonio,Confirmed Victim,287
2022,DeWitt,8-San Antonio,Not Confirmed,193
2022,DeWitt,8-San Antonio,Confirmed Victim,22
2022,Dimmit,8-San Antonio,Not Confirmed,131
2022,Dimmit,8-San Antonio,Confirmed Victim,27
2022,Edwards,8-San Antonio,Not Confirmed,14
2022,Edwards,8-San Antonio,Confirmed Victim,11
2022,Frio,8-San Antonio,Not Confirmed,260
2022,Frio,8-San Antonio,Confirmed Victim,60
2022,Gillespie,8-San Antonio,Not Confirmed,114
2022,Gillespie,8-San Antonio,Confirmed Victim,28
2022,Goliad,8-San Antonio,Not Confirmed,60
2022,Goliad,8-San Antonio,Confirmed Victim,10
2022,Gonzales,8-San Antonio,Not Confirmed,210
2022,Gonzales,8-San Antonio,Confirmed Victim,48
2022,Guadalupe,8-San Antonio,Not Confirmed,1420
2022,Guadalupe,8-San Antonio,Confirmed Victim,297
2022,Jackson,8-San Antonio,Not Confirmed,75
2022,Jackson,8-San Antonio,Confirmed Victim,29
2022,Karnes,8-San Antonio,Not Confirmed,158
2022,Karnes,8-San Antonio,Confirmed Victim,37
2022,Kendall,8-San Antonio,Not Confirmed,229
2022,Kendall,8-San Antonio,Confirmed Victim,54
2022,Kerr,8-San Antonio,Not Confirmed,412
2022,Kerr,8-San Antonio,Confirmed Victim,107
2022,Kinney,8-San Antonio,Not Confirmed,13
2022,Kinney,8-San Antonio,Confirmed Victim,15
2022,La Salle,8-San Antonio,Not Confirmed,86
2022,La Salle,8-San Antonio,Confirmed Victim,12
2022,Lavaca,8-San Antonio,Not Confirmed,132
2022,Lavaca,8-San Antonio,Confirmed Victim,22
2022,Maverick,8-San Antonio,Not Confirmed,236
2022,Maverick,8-San Antonio,Confirmed Victim,100
2022,Medina,8-San Antonio,Not Confirmed,413
2022,Medina,8-San Antonio,Confirmed Victim,137
2022,Real,8-San Antonio,Not Confirmed,20
2022,Real,8-San Antonio,Confirmed Victim,6
2022,Uvalde,8-San Antonio,Not Confirmed,301
2022,Uvalde,8-San Antonio,Confirmed Victim,75
2022,Val Verde,8-San Antonio,Not Confirmed,270
2022,Val Verde,8-San Antonio,Confirmed Victim,98
2022,Victoria,8-San Antonio,Not Confirmed,877
2022,Victoria,8-San Antonio,Confirmed Victim,273
2022,Wilson,8-San Antonio,Not Confirmed,249
2022,Wilson,8-San Antonio,Confirmed Victim,97
2022,Zavala,8-San Antonio,Not Confirmed,109
2022,Zavala,8-San Antonio,Confirmed Victim,34
2022,Andrews,9-Midland,Not Confirmed,175
2022,Andrews,9-Midland,Confirmed Victim,18
2022,Borden,9-Midland,Not Confirmed,2
2022,Borden,9-Midland,Confirmed Victim,1
2022,Coke,9-Midland,Not Confirmed,28
2022,Coke,9-Midland,Confirmed Victim,3
2022,Concho,9-Midland,Not Confirmed,31
2022,Concho,9-Midland,Confirmed Victim,4
2022,Crane,9-Midland,Not Confirmed,21
2022,Crane,9-Midland,Confirmed Victim,4
2022,Crockett,9-Midland,Not Confirmed,39
2022,Crockett,9-Midland,Confirmed Victim,15
2022,Dawson,9-Midland,Not Confirmed,164
2022,Dawson,9-Midland,Confirmed Victim,43
2022,Ector,9-Midland,Not Confirmed,1652
2022,Ector,9-Midland,Confirmed Victim,349
2022,Gaines,9-Midland,Not Confirmed,109
2022,Gaines,9-Midland,Confirmed Victim,30
2022,Glasscock,9-Midland,Not Confirmed,5
2022,Glasscock,9-Midland,Confirmed Victim,1
2022,Howard,9-Midland,Not Confirmed,324
2022,Howard,9-Midland,Confirmed Victim,82
2022,Irion,9-Midland,Not Confirmed,11
2022,Irion,9-Midland,Confirmed Victim,3
2022,Kimble,9-Midland,Not Confirmed,45
2022,Kimble,9-Midland,Confirmed Victim,10
2022,Loving,9-Midland,Not Confirmed,2
2022,Martin,9-Midland,Not Confirmed,45
2022,Martin,9-Midland,Confirmed Victim,4
2022,Mason,9-Midland,Not Confirmed,22
2022,Mason,9-Midland,Confirmed Victim,3
2022,McCulloch,9-Midland,Not Confirmed,81
2022,McCulloch,9-Midland,Confirmed Victim,34
2022,Menard,9-Midland,Not Confirmed,13
2022,Menard,9-Midland,Confirmed Victim,6
2022,Midland,9-Midland,Not Confirmed,1373
2022,Midland,9-Midland,Confirmed Victim,319
2022,Pecos,9-Midland,Not Confirmed,89
2022,Pecos,9-Midland,Confirmed Victim,34
2022,Reagan,9-Midland,Not Confirmed,28
2022,Reagan,9-Midland,Confirmed Victim,6
2022,Reeves,9-Midland,Not Confirmed,112
2022,Reeves,9-Midland,Confirmed Victim,33
2022,Schleicher,9-Midland,Not Confirmed,14
2022,Schleicher,9-Midland,Confirmed Victim,2
2022,Sterling,9-Midland,Not Confirmed,9
2022,Sterling,9-Midland,Confirmed Victim,4
2022,Sutton,9-Midland,Not Confirmed,33
2022,Sutton,9-Midland,Confirmed Victim,5
2022,Terrell,9-Midland,Not Confirmed,4
2022,Tom Green,9-Midland,Not Confirmed,1079
2022,Tom Green,9-Midland,Confirmed Victim,261
2022,Upton,9-Midland,Not Confirmed,35
2022,Upton,9-Midland,Confirmed Victim,12
2022,Ward,9-Midland,Not Confirmed,102
2022,Ward,9-Midland,Confirmed Victim,39
2022,Winkler,9-Midland,Not Confirmed,61
2022,Winkler,9-Midland,Confirmed Victim,17
2022,Brewster,10-El Paso,Not Confirmed,49
2022,Brewster,10-El Paso,Confirmed Victim,17
2022,Culberson,10-El Paso,Not Confirmed,40
2022,Culberson,10-El Paso,Confirmed Victim,10
2022,El Paso,10-El Paso,Not Confirmed,6055
2022,El Paso,10-El Paso,Confirmed Victim,1475
2022,Hudspeth,10-El Paso,Not Confirmed,32
2022,Hudspeth,10-El Paso,Confirmed Victim,7
2022,Jeff Davis,10-El Paso,Not Confirmed,15
2022,Jeff Davis,10-El Paso,Confirmed Victim,5
2022,Presidio,10-El Paso,Not Confirmed,9
2022,Presidio,10-El Paso,Confirmed Victim,5
2022,Aransas,11-Edinburg,Not Confirmed,299
2022,Aransas,11-Edinburg,Confirmed Victim,75
2022,Bee,11-Edinburg,Not Confirmed,406
2022,Bee,11-Edinburg,Confirmed Victim,117
2022,Brooks,11-Edinburg,Not Confirmed,115
2022,Brooks,11-Edinburg,Confirmed Victim,25
2022,Cameron,11-Edinburg,Not Confirmed,3479
2022,Cameron,11-Edinburg,Confirmed Victim,984
2022,Duval,11-Edinburg,Not Confirmed,132
2022,Duval,11-Edinburg,Confirmed Victim,34
2022,Hidalgo,11-Edinburg,Not Confirmed,7065
2022,Hidalgo,11-Edinburg,Confirmed Victim,1586
2022,Jim Hogg,11-Edinburg,Not Confirmed,58
2022,Jim Hogg,11-Edinburg,Confirmed Victim,11
2022,Jim Wells,11-Edinburg,Not Confirmed,575
2022,Jim Wells,11-Edinburg,Confirmed Victim,189
2022,Kenedy,11-Edinburg,Confirmed Victim,2
2022,Kleberg,11-Edinburg,Not Confirmed,329
2022,Kleberg,11-Edinburg,Confirmed Victim,89
2022,Live Oak,11-Edinburg,Not Confirmed,118
2022,Live Oak,11-Edinburg,Confirmed Victim,28
2022,McMullen,11-Edinburg,Not Confirmed,14
2022,McMullen,11-Edinburg,Confirmed Victim,2
2022,Nueces,11-Edinburg,Not Confirmed,3217
2022,Nueces,11-Edinburg,Confirmed Victim,885
2022,Refugio,11-Edinburg,Not Confirmed,95
2022,Refugio,11-Edinburg,Confirmed Victim,17
2022,San Patricio,11-Edinburg,Not Confirmed,853
2022,San Patricio,11-Edinburg,Confirmed Victim,209
2022,Starr,11-Edinburg,Not Confirmed,417
2022,Starr,11-Edinburg,Confirmed Victim,125
2022,Webb,11-Edinburg,Not Confirmed,2012
2022,Webb,11-Edinburg,Confirmed Victim,420
2022,Willacy,11-Edinburg,Not Confirmed,236
2022,Willacy,11-Edinburg,Confirmed Victim,69
2022,Zapata,11-Edinburg,Not Confirmed,100
2022,Zapata,11-Edinburg,Confirmed Victim,25
2022,Out of State,Out of State,Not Confirmed,23
2022,Out of State,Out of State,Confirmed Victim,2
2021,Armstrong,1-Lubbock,Not Confirmed,18
2021,Armstrong,1-Lubbock,Confirmed Victim,5
2021,Bailey,1-Lubbock,Not Confirmed,48
2021,Bailey,1-Lubbock,Confirmed Victim,16
2021,Briscoe,1-Lubbock,Not Confirmed,8
2021,Briscoe,1-Lubbock,Confirmed Victim,1
2021,Carson,1-Lubbock,Not Confirmed,42
2021,Carson,1-Lubbock,Confirmed Victim,15
2021,Castro,1-Lubbock,Not Confirmed,55
2021,Castro,1-Lubbock,Confirmed Victim,17
2021,Childress,1-Lubbock,Not Confirmed,62
2021,Childress,1-Lubbock,Confirmed Victim,23
2021,Cochran,1-Lubbock,Not Confirmed,39
2021,Cochran,1-Lubbock,Confirmed Victim,13
2021,Collingsworth,1-Lubbock,Not Confirmed,33
2021,Collingsworth,1-Lubbock,Confirmed Victim,5
2021,Crosby,1-Lubbock,Not Confirmed,62
2021,Crosby,1-Lubbock,Confirmed Victim,10
2021,Dallam,1-Lubbock,Not Confirmed,82
2021,Dallam,1-Lubbock,Confirmed Victim,57
2021,Deaf Smith,1-Lubbock,Not Confirmed,191
2021,Deaf Smith,1-Lubbock,Confirmed Victim,73
2021,Dickens,1-Lubbock,Not Confirmed,10
2021,Dickens,1-Lubbock,Confirmed Victim,7
2021,Donley,1-Lubbock,Not Confirmed,18
2021,Donley,1-Lubbock,Confirmed Victim,15
2021,Floyd,1-Lubbock,Not Confirmed,44
2021,Floyd,1-Lubbock,Confirmed Victim,24
2021,Garza,1-Lubbock,Not Confirmed,55
2021,Garza,1-Lubbock,Confirmed Victim,14
2021,Gray,1-Lubbock,Not Confirmed,243
2021,Gray,1-Lubbock,Confirmed Victim,101
2021,Hale,1-Lubbock,Not Confirmed,269
2021,Hale,1-Lubbock,Confirmed Victim,174
2021,Hall,1-Lubbock,Not Confirmed,33
2021,Hall,1-Lubbock,Confirmed Victim,9
2021,Hansford,1-Lubbock,Not Confirmed,23
2021,Hansford,1-Lubbock,Confirmed Victim,7
2021,Hartley,1-Lubbock,Not Confirmed,17
2021,Hartley,1-Lubbock,Confirmed Victim,19
2021,Hemphill,1-Lubbock,Not Confirmed,13
2021,Hemphill,1-Lubbock,Confirmed Victim,5
2021,Hockley,1-Lubbock,Not Confirmed,228
2021,Hockley,1-Lubbock,Confirmed Victim,96
2021,Hutchinson,1-Lubbock,Not Confirmed,288
2021,Hutchinson,1-Lubbock,Confirmed Victim,92
2021,Lamb,1-Lubbock,Not Confirmed,109
2021,Lamb,1-Lubbock,Confirmed Victim,31
2021,Lipscomb,1-Lubbock,Not Confirmed,14
2021,Lipscomb,1-Lubbock,Confirmed Victim,6
2021,Lubbock,1-Lubbock,Not Confirmed,2780
2021,Lubbock,1-Lubbock,Confirmed Victim,970
2021,Lynn,1-Lubbock,Not Confirmed,52
2021,Lynn,1-Lubbock,Confirmed Victim,19
2021,Moore,1-Lubbock,Not Confirmed,197
2021,Moore,1-Lubbock,Confirmed Victim,53
2021,Motley,1-Lubbock,Not Confirmed,7
2021,Ochiltree,1-Lubbock,Not Confirmed,79
2021,Ochiltree,1-Lubbock,Confirmed Victim,33
2021,Oldham,1-Lubbock,Not Confirmed,9
2021,Oldham,1-Lubbock,Confirmed Victim,2
2021,Parmer,1-Lubbock,Not Confirmed,47
2021,Parmer,1-Lubbock,Confirmed Victim,17
2021,Potter,1-Lubbock,Not Confirmed,1732
2021,Potter,1-Lubbock,Confirmed Victim,529
2021,Randall,1-Lubbock,Not Confirmed,1076
2021,Randall,1-Lubbock,Confirmed Victim,310
2021,Roberts,1-Lubbock,Not Confirmed,5
2021,Roberts,1-Lubbock,Confirmed Victim,1
2021,Sherman,1-Lubbock,Not Confirmed,14
2021,Sherman,1-Lubbock,Confirmed Victim,6
2021,Swisher,1-Lubbock,Not Confirmed,103
2021,Swisher,1-Lubbock,Confirmed Victim,40
2021,Terry,1-Lubbock,Not Confirmed,139
2021,Terry,1-Lubbock,Confirmed Victim,34
2021,Wheeler,1-Lubbock,Not Confirmed,34
2021,Wheeler,1-Lubbock,Confirmed Victim,10
2021,Yoakum,1-Lubbock,Not Confirmed,45
2021,Yoakum,1-Lubbock,Confirmed Victim,9
2021,Archer,2-Abilene,Not Confirmed,61
2021,Archer,2-Abilene,Confirmed Victim,18
2021,Baylor,2-Abilene,Not Confirmed,47
2021,Baylor,2-Abilene,Confirmed Victim,27
2021,Brown,2-Abilene,Not Confirmed,321
2021,Brown,2-Abilene,Confirmed Victim,241
2021,Callahan,2-Abilene,Not Confirmed,133
2021,Callahan,2-Abilene,Confirmed Victim,46
2021,Clay,2-Abilene,Not Confirmed,77
2021,Clay,2-Abilene,Confirmed Victim,32
2021,Coleman,2-Abilene,Not Confirmed,67
2021,Coleman,2-Abilene,Confirmed Victim,39
2021,Comanche,2-Abilene,Not Confirmed,147
2021,Comanche,2-Abilene,Confirmed Victim,44
2021,Cottle,2-Abilene,Not Confirmed,11
2021,Cottle,2-Abilene,Confirmed Victim,8
2021,Eastland,2-Abilene,Not Confirmed,173
2021,Eastland,2-Abilene,Confirmed Victim,105
2021,Fisher,2-Abilene,Not Confirmed,26
2021,Fisher,2-Abilene,Confirmed Victim,25
2021,Foard,2-Abilene,Not Confirmed,4
2021,Foard,2-Abilene,Confirmed Victim,3
2021,Hardeman,2-Abilene,Not Confirmed,40
2021,Hardeman,2-Abilene,Confirmed Victim,8
2021,Haskell,2-Abilene,Not Confirmed,40
2021,Haskell,2-Abilene,Confirmed Victim,25
2021,Jack,2-Abilene,Not Confirmed,88
2021,Jack,2-Abilene,Confirmed Victim,37
2021,Jones,2-Abilene,Not Confirmed,149
2021,Jones,2-Abilene,Confirmed Victim,65
2021,Kent,2-Abilene,Not Confirmed,4
2021,Knox,2-Abilene,Not Confirmed,32
2021,Knox,2-Abilene,Confirmed Victim,8
2021,Mitchell,2-Abilene,Not Confirmed,75
2021,Mitchell,2-Abilene,Confirmed Victim,54
2021,Montague,2-Abilene,Not Confirmed,175
2021,Montague,2-Abilene,Confirmed Victim,95
2021,Nolan,2-Abilene,Not Confirmed,241
2021,Nolan,2-Abilene,Confirmed Victim,104
2021,Runnels,2-Abilene,Not Confirmed,82
2021,Runnels,2-Abilene,Confirmed Victim,44
2021,Scurry,2-Abilene,Not Confirmed,194
2021,Scurry,2-Abilene,Confirmed Victim,85
2021,Shackelford,2-Abilene,Not Confirmed,26
2021,Shackelford,2-Abilene,Confirmed Victim,9
2021,Stephens,2-Abilene,Not Confirmed,86
2021,Stephens,2-Abilene,Confirmed Victim,36
2021,Stonewall,2-Abilene,Not Confirmed,7
2021,Stonewall,2-Abilene,Confirmed Victim,3
2021,Taylor,2-Abilene,Not Confirmed,1794
2021,Taylor,2-Abilene,Confirmed Victim,911
2021,Throckmorton,2-Abilene,Not Confirmed,13
2021,Throckmorton,2-Abilene,Confirmed Victim,3
2021,Wichita,2-Abilene,Not Confirmed,1457
2021,Wichita,2-Abilene,Confirmed Victim,565
2021,Wilbarger,2-Abilene,Not Confirmed,162
2021,Wilbarger,2-Abilene,Confirmed Victim,47
2021,Young,2-Abilene,Not Confirmed,203
2021,Young,2-Abilene,Confirmed Victim,65
2021,Collin,3-Arlington,Not Confirmed,4032
2021,Collin,3-Arlington,Confirmed Victim,1278
2021,Cooke,3-Arlington,Not Confirmed,378
2021,Cooke,3-Arlington,Confirmed Victim,148
2021,Dallas,3-Arlington,Not Confirmed,13934
2021,Dallas,3-Arlington,Confirmed Victim,6679
2021,Denton,3-Arlington,Not Confirmed,4338
2021,Denton,3-Arlington,Confirmed Victim,1480
2021,Ellis,3-Arlington,Not Confirmed,1227
2021,Ellis,3-Arlington,Confirmed Victim,278
2021,Erath,3-Arlington,Not Confirmed,321
2021,Erath,3-Arlington,Confirmed Victim,129
2021,Fannin,3-Arlington,Not Confirmed,290
2021,Fannin,3-Arlington,Confirmed Victim,84
2021,Grayson,3-Arlington,Not Confirmed,1225
2021,Grayson,3-Arlington,Confirmed Victim,356
2021,Hood,3-Arlington,Not Confirmed,525
2021,Hood,3-Arlington,Confirmed Victim,248
2021,Hunt,3-Arlington,Not Confirmed,831
2021,Hunt,3-Arlington,Confirmed Victim,356
2021,Johnson,3-Arlington,Not Confirmed,1386
2021,Johnson,3-Arlington,Confirmed Victim,514
2021,Kaufman,3-Arlington,Not Confirmed,1222
2021,Kaufman,3-Arlington,Confirmed Victim,446
2021,Navarro,3-Arlington,Not Confirmed,456
2021,Navarro,3-Arlington,Confirmed Victim,155
2021,Palo Pinto,3-Arlington,Not Confirmed,309
2021,Palo Pinto,3-Arlington,Confirmed Victim,151
2021,Parker,3-Arlington,Not Confirmed,1086
2021,Parker,3-Arlington,Confirmed Victim,431
2021,Rockwall,3-Arlington,Not Confirmed,512
2021,Rockwall,3-Arlington,Confirmed Victim,257
2021,Somervell,3-Arlington,Not Confirmed,98
2021,Somervell,3-Arlington,Confirmed Victim,24
2021,Tarrant,3-Arlington,Not Confirmed,12729
2021,Tarrant,3-Arlington,Confirmed Victim,6511
2021,Wise,3-Arlington,Not Confirmed,543
2021,Wise,3-Arlington,Confirmed Victim,199
2021,Anderson,4-Tyler,Not Confirmed,372
2021,Anderson,4-Tyler,Confirmed Victim,148
2021,Bowie,4-Tyler,Not Confirmed,758
2021,Bowie,4-Tyler,Confirmed Victim,211
2021,Camp,4-Tyler,Not Confirmed,92
2021,Camp,4-Tyler,Confirmed Victim,46
2021,Cass,4-Tyler,Not Confirmed,355
2021,Cass,4-Tyler,Confirmed Victim,101
2021,Cherokee,4-Tyler,Not Confirmed,591
2021,Cherokee,4-Tyler,Confirmed Victim,212
2021,Delta,4-Tyler,Not Confirmed,40
2021,Delta,4-Tyler,Confirmed Victim,8
2021,Franklin,4-Tyler,Not Confirmed,80
2021,Franklin,4-Tyler,Confirmed Victim,30
2021,Gregg,4-Tyler,Not Confirmed,1038
2021,Gregg,4-Tyler,Confirmed Victim,501
2021,Harrison,4-Tyler,Not Confirmed,497
2021,Harrison,4-Tyler,Confirmed Victim,162
2021,Henderson,4-Tyler,Not Confirmed,922
2021,Henderson,4-Tyler,Confirmed Victim,218
2021,Hopkins,4-Tyler,Not Confirmed,348
2021,Hopkins,4-Tyler,Confirmed Victim,111
2021,Lamar,4-Tyler,Not Confirmed,429
2021,Lamar,4-Tyler,Confirmed Victim,164
2021,Marion,4-Tyler,Not Confirmed,117
2021,Marion,4-Tyler,Confirmed Victim,41
2021,Morris,4-Tyler,Not Confirmed,125
2021,Morris,4-Tyler,Confirmed Victim,66
2021,Panola,4-Tyler,Not Confirmed,225
2021,Panola,4-Tyler,Confirmed Victim,52
2021,Rains,4-Tyler,Not Confirmed,120
2021,Rains,4-Tyler,Confirmed Victim,34
2021,Red River,4-Tyler,Not Confirmed,118
2021,Red River,4-Tyler,Confirmed Victim,34
2021,Rusk,4-Tyler,Not Confirmed,398
2021,Rusk,4-Tyler,Confirmed Victim,163
2021,Smith,4-Tyler,Not Confirmed,1623
2021,Smith,4-Tyler,Confirmed Victim,782
2021,Titus,4-Tyler,Not Confirmed,296
2021,Titus,4-Tyler,Confirmed Victim,68
2021,Upshur,4-Tyler,Not Confirmed,345
2021,Upshur,4-Tyler,Confirmed Victim,129
2021,Van Zandt,4-Tyler,Not Confirmed,478
2021,Van Zandt,4-Tyler,Confirmed Victim,158
2021,Wood,4-Tyler,Not Confirmed,327
2021,Wood,4-Tyler,Confirmed Victim,110
2021,Angelina,5-Beaumont,Not Confirmed,826
2021,Angelina,5-Beaumont,Confirmed Victim,252
2021,Hardin,5-Beaumont,Not Confirmed,421
2021,Hardin,5-Beaumont,Confirmed Victim,107
2021,Houston,5-Beaumont,Not Confirmed,222
2021,Houston,5-Beaumont,Confirmed Victim,55
2021,Jasper,5-Beaumont,Not Confirmed,321
2021,Jasper,5-Beaumont,Confirmed Victim,62
2021,Jefferson,5-Beaumont,Not Confirmed,1930
2021,Jefferson,5-Beaumont,Confirmed Victim,799
2021,Nacogdoches,5-Beaumont,Not Confirmed,445
2021,Nacogdoches,5-Beaumont,Confirmed Victim,160
2021,Newton,5-Beaumont,Not Confirmed,84
2021,Newton,5-Beaumont,Confirmed Victim,29
2021,Orange,5-Beaumont,Not Confirmed,840
2021,Orange,5-Beaumont,Confirmed Victim,296
2021,Polk,5-Beaumont,Not Confirmed,504
2021,Polk,5-Beaumont,Confirmed Victim,104
2021,Sabine,5-Beaumont,Not Confirmed,90
2021,Sabine,5-Beaumont,Confirmed Victim,25
2021,San Augustine,5-Beaumont,Not Confirmed,68
2021,San Augustine,5-Beaumont,Confirmed Victim,31
2021,San Jacinto,5-Beaumont,Not Confirmed,235
2021,San Jacinto,5-Beaumont,Confirmed Victim,53
2021,Shelby,5-Beaumont,Not Confirmed,217
2021,Shelby,5-Beaumont,Confirmed Victim,76
2021,Trinity,5-Beaumont,Not Confirmed,138
2021,Trinity,5-Beaumont,Confirmed Victim,44
2021,Tyler,5-Beaumont,Not Confirmed,270
2021,Tyler,5-Beaumont,Confirmed Victim,45
2021,Austin,6-Houston,Not Confirmed,182
2021,Austin,6-Houston,Confirmed Victim,65
2021,Brazoria,6-Houston,Not Confirmed,1663
2021,Brazoria,6-Houston,Confirmed Victim,514
2021,Chambers,6-Houston,Not Confirmed,287
2021,Chambers,6-Houston,Confirmed Victim,75
2021,Colorado,6-Houston,Not Confirmed,112
2021,Colorado,6-Houston,Confirmed Victim,47
2021,Fort Bend,6-Houston,Not Confirmed,2809
2021,Fort Bend,6-Houston,Confirmed Victim,527
2021,Galveston,6-Houston,Not Confirmed,1957
2021,Galveston,6-Houston,Confirmed Victim,757
2021,Harris,6-Houston,Not Confirmed,31402
2021,Harris,6-Houston,Confirmed Victim,7405
2021,Liberty,6-Houston,Not Confirmed,939
2021,Liberty,6-Houston,Confirmed Victim,253
2021,Matagorda,6-Houston,Not Confirmed,325
2021,Matagorda,6-Houston,Confirmed Victim,115
2021,Montgomery,6-Houston,Not Confirmed,3304
2021,Montgomery,6-Houston,Confirmed Victim,950
2021,Walker,6-Houston,Not Confirmed,368
2021,Walker,6-Houston,Confirmed Victim,86
2021,Waller,6-Houston,Not Confirmed,271
2021,Waller,6-Houston,Confirmed Victim,79
2021,Wharton,6-Houston,Not Confirmed,252
2021,Wharton,6-Houston,Confirmed Victim,72
2021,Bastrop,7-Austin,Not Confirmed,700
2021,Bastrop,7-Austin,Confirmed Victim,205
2021,Bell,7-Austin,Not Confirmed,3769
2021,Bell,7-Austin,Confirmed Victim,1728
2021,Blanco,7-Austin,Not Confirmed,26
2021,Blanco,7-Austin,Confirmed Victim,17
2021,Bosque,7-Austin,Not Confirmed,164
2021,Bosque,7-Austin,Confirmed Victim,51
2021,Brazos,7-Austin,Not Confirmed,1223
2021,Brazos,7-Austin,Confirmed Victim,630
2021,Burleson,7-Austin,Not Confirmed,132
2021,Burleson,7-Austin,Confirmed Victim,55
2021,Burnet,7-Austin,Not Confirmed,335
2021,Burnet,7-Austin,Confirmed Victim,191
2021,Caldwell,7-Austin,Not Confirmed,372
2021,Caldwell,7-Austin,Confirmed Victim,141
2021,Coryell,7-Austin,Not Confirmed,935
2021,Coryell,7-Austin,Confirmed Victim,455
2021,Falls,7-Austin,Not Confirmed,95
2021,Falls,7-Austin,Confirmed Victim,83
2021,Fayette,7-Austin,Not Confirmed,116
2021,Fayette,7-Austin,Confirmed Victim,59
2021,Freestone,7-Austin,Not Confirmed,140
2021,Freestone,7-Austin,Confirmed Victim,44
2021,Grimes,7-Austin,Not Confirmed,216
2021,Grimes,7-Austin,Confirmed Victim,79
2021,Hamilton,7-Austin,Not Confirmed,80
2021,Hamilton,7-Austin,Confirmed Victim,28
2021,Hays,7-Austin,Not Confirmed,1190
2021,Hays,7-Austin,Confirmed Victim,500
2021,Hill,7-Austin,Not Confirmed,356
2021,Hill,7-Austin,Confirmed Victim,168
2021,Lampasas,7-Austin,Not Confirmed,201
2021,Lampasas,7-Austin,Confirmed Victim,99
2021,Lee,7-Austin,Not Confirmed,115
2021,Lee,7-Austin,Confirmed Victim,47
2021,Leon,7-Austin,Not Confirmed,95
2021,Leon,7-Austin,Confirmed Victim,34
2021,Limestone,7-Austin,Not Confirmed,222
2021,Limestone,7-Austin,Confirmed Victim,88
2021,Llano,7-Austin,Not Confirmed,175
2021,Llano,7-Austin,Confirmed Victim,102
2021,Madison,7-Austin,Not Confirmed,76
2021,Madison,7-Austin,Confirmed Victim,29
2021,McLennan,7-Austin,Not Confirmed,2528
2021,McLennan,7-Austin,Confirmed Victim,1230
2021,Milam,7-Austin,Not Confirmed,231
2021,Milam,7-Austin,Confirmed Victim,133
2021,Mills,7-Austin,Not Confirmed,36
2021,Mills,7-Austin,Confirmed Victim,9
2021,Robertson,7-Austin,Not Confirmed,140
2021,Robertson,7-Austin,Confirmed Victim,82
2021,San Saba,7-Austin,Not Confirmed,31
2021,San Saba,7-Austin,Confirmed Victim,13
